treatment,session,subject,period,board,expect,box,result,boardtype
negative,140310_1305,3,5,yellow,2,85,miss,low
negative,140310_1305,4,5,yellow,10,85,miss,low
negative,140310_1305,5,5,yellow,2,85,miss,low
negative,140310_1305,6,5,yellow,6,85,miss,low
negative,140310_1305,7,5,yellow,7,85,miss,low
negative,140310_1305,8,5,yellow,6,85,miss,low
negative,140310_1305,2,6,blue,10,10,hit,high
negative,140310_1305,3,6,blue,2,10,hit,high
negative,140310_1305,4,6,blue,10,10,hit,high
negative,140310_1305,5,6,blue,3,10,hit,high
negative,140310_1305,6,6,blue,7,10,hit,high
negative,140310_1305,7,6,blue,6,10,hit,high
negative,140310_1305,8,6,blue,6,10,hit,high
negative,140310_1305,2,7,yellow,5,72,miss,low
negative,140310_1305,3,7,yellow,3,72,miss,low
negative,140310_1305,4,7,yellow,10,72,miss,low
negative,140310_1305,5,7,yellow,3,72,miss,low
negative,140310_1305,6,7,yellow,7,72,miss,low
negative,140310_1305,7,7,yellow,7,72,miss,low
negative,140310_1305,8,7,yellow,6,72,miss,low
negative,140310_1305,2,8,blue,10,75,miss,high
negative,140310_1305,3,8,blue,2,75,miss,high
negative,140310_1305,4,8,blue,10,75,miss,high
negative,140310_1305,5,8,blue,3,75,miss,high
negative,140310_1305,6,8,blue,7,75,miss,high
negative,140310_1305,7,8,blue,6,75,miss,high
negative,140310_1305,8,8,blue,7,75,miss,high
negative,140310_1305,2,9,yellow,10,18,miss,low
negative,140310_1305,3,9,yellow,3,18,miss,low
negative,140310_1305,4,9,yellow,10,18,miss,low
negative,140310_1305,5,9,yellow,3,18,miss,low
negative,140310_1305,6,9,yellow,7,18,miss,low
negative,140310_1305,7,9,yellow,6,18,miss,low
negative,140310_1305,8,9,yellow,6,18,miss,low
negative,140310_1305,2,10,blue,10,5,miss,high
negative,140310_1305,3,10,blue,1,5,miss,high
negative,140310_1305,4,10,blue,10,5,miss,high
negative,140310_1305,5,10,blue,3,5,miss,high
negative,140310_1305,6,10,blue,7,5,miss,high
negative,140310_1305,7,10,blue,6,5,miss,high
negative,140310_1305,8,10,blue,5,5,miss,high
negative,140310_1359,2,1,blue,1,7,miss,low
negative,140310_1359,3,1,blue,7,7,miss,low
negative,140310_1359,4,1,blue,8,7,miss,low
negative,140310_1359,5,1,blue,4,7,miss,low
negative,140310_1359,6,1,blue,10,7,miss,low
negative,140310_1359,7,1,blue,2,7,miss,low
negative,140310_1359,8,1,blue,3,7,miss,low
negative,140310_1359,9,1,blue,2,7,miss,low
negative,140310_1359,2,2,yellow,1,39,miss,high
negative,140310_1359,3,2,yellow,3,39,miss,high
negative,140310_1359,4,2,yellow,5,39,miss,high
negative,140310_1359,5,2,yellow,10,39,miss,high
negative,140310_1359,6,2,yellow,6,39,miss,high
negative,140310_1359,7,2,yellow,2,39,miss,high
negative,140310_1359,8,2,yellow,1,39,miss,high
negative,140310_1359,9,2,yellow,6,39,miss,high
negative,140310_1359,2,3,yellow,1,63,miss,high
negative,140310_1359,3,3,yellow,1,63,miss,high
negative,140310_1359,4,3,yellow,5,63,miss,high
negative,140310_1359,5,3,yellow,10,63,miss,high
negative,140310_1359,6,3,yellow,6,63,miss,high
negative,140310_1359,7,3,yellow,2,63,miss,high
negative,140310_1359,8,3,yellow,3,63,miss,high
negative,140310_1359,9,3,yellow,8,63,miss,high
negative,140310_1359,2,4,blue,1,31,miss,low
negative,140310_1359,3,4,blue,2,31,miss,low
negative,140310_1359,4,4,blue,5,31,miss,low
negative,140310_1359,5,4,blue,10,31,miss,low
negative,140310_1359,6,4,blue,7,31,miss,low
negative,140310_1359,7,4,blue,2,31,miss,low
negative,140310_1359,8,4,blue,3,31,miss,low
negative,140310_1359,9,4,blue,4,31,miss,low
negative,140310_1359,2,5,yellow,1,86,hit,high
negative,140310_1359,3,5,yellow,1,86,hit,high
negative,140310_1359,4,5,yellow,5,86,hit,high
negative,140310_1359,5,5,yellow,5,86,hit,high
negative,140310_1359,6,5,yellow,8,86,hit,high
negative,140310_1359,7,5,yellow,2,86,hit,high
negative,140310_1359,8,5,yellow,2,86,hit,high
negative,140310_1359,9,5,yellow,6,86,hit,high
negative,140310_1359,2,6,yellow,3,18,miss,high
negative,140310_1359,3,6,yellow,1,18,miss,high
negative,140310_1359,4,6,yellow,5,18,miss,high
negative,140310_1359,5,6,yellow,8,18,miss,high
negative,140310_1359,6,6,yellow,6,18,miss,high
negative,140310_1359,7,6,yellow,2,18,miss,high
negative,140310_1359,8,6,yellow,2,18,miss,high
negative,140310_1359,9,6,yellow,9,18,miss,high
negative,140310_1359,2,7,blue,3,55,miss,low
negative,140310_1359,3,7,blue,3,55,miss,low
negative,140310_1359,4,7,blue,5,55,miss,low
negative,140310_1359,5,7,blue,1,55,miss,low
negative,140310_1359,6,7,blue,8,55,miss,low
negative,140310_1359,7,7,blue,2,55,miss,low
negative,140310_1359,8,7,blue,3,55,miss,low
negative,140310_1359,9,7,blue,8,55,miss,low
negative,140310_1359,2,8,blue,3,74,miss,low
negative,140310_1359,3,8,blue,2,74,miss,low
negative,140310_1359,4,8,blue,5,74,miss,low
negative,140310_1359,5,8,blue,1,74,miss,low
negative,140310_1359,6,8,blue,8,74,miss,low
negative,140310_1359,7,8,blue,2,74,miss,low
negative,140310_1359,8,8,blue,2,74,miss,low
negative,140310_1359,9,8,blue,6,74,miss,low
negative,140310_1359,2,9,blue,3,72,miss,low
negative,140310_1359,3,9,blue,2,72,miss,low
negative,140310_1359,4,9,blue,5,72,miss,low
negative,140310_1359,5,9,blue,1,72,miss,low
negative,140310_1359,6,9,blue,8,72,miss,low
negative,140310_1359,7,9,blue,2,72,miss,low
negative,140310_1359,8,9,blue,2,72,miss,low
negative,140310_1359,9,9,blue,7,72,miss,low
negative,140310_1359,2,10,yellow,4,89,miss,high
negative,140310_1359,3,10,yellow,1,89,miss,high
negative,140310_1359,4,10,yellow,3,89,miss,high
negative,140310_1359,5,10,yellow,10,89,miss,high
negative,140310_1359,6,10,yellow,7,89,miss,high
negative,140310_1359,7,10,yellow,2,89,miss,high
negative,140310_1359,8,10,yellow,2,89,miss,high
negative,140310_1359,9,10,yellow,4,89,miss,high
negative,140310_1455,2,1,yellow,3,2,miss,low
negative,140310_1455,3,1,yellow,2,2,miss,low
negative,140310_1455,4,1,yellow,1,2,miss,low
negative,140310_1455,5,1,yellow,5,2,miss,low
negative,140310_1455,6,1,yellow,6,2,miss,low
negative,140310_1455,7,1,yellow,2,2,miss,low
negative,140310_1455,8,1,yellow,7,2,miss,low
negative,140310_1455,2,2,yellow,8,8,miss,low
negative,140310_1455,3,2,yellow,2,8,miss,low
negative,140310_1455,4,2,yellow,3,8,miss,low
negative,140310_1455,5,2,yellow,6,8,miss,low
negative,140310_1455,6,2,yellow,3,8,miss,low
negative,140310_1455,7,2,yellow,3,8,miss,low
negative,140310_1455,8,2,yellow,5,8,miss,low
negative,140310_1455,2,3,yellow,7,80,hit,low
negative,140310_1455,3,3,yellow,2,80,hit,low
negative,140310_1455,4,3,yellow,3,80,hit,low
negative,140310_1455,5,3,yellow,6,80,hit,low
negative,140310_1455,6,3,yellow,3,80,hit,low
negative,140310_1455,7,3,yellow,1,80,hit,low
negative,140310_1455,8,3,yellow,2,80,hit,low
negative,140310_1455,2,4,blue,4,55,miss,high
negative,140310_1455,3,4,blue,2,55,miss,high
negative,140310_1455,4,4,blue,1,55,miss,high
negative,140310_1455,5,4,blue,6,55,miss,high
negative,140310_1455,6,4,blue,7,55,miss,high
negative,140310_1455,7,4,blue,5,55,miss,high
negative,140310_1455,8,4,blue,6,55,miss,high
negative,140310_1455,2,5,blue,4,52,miss,high
negative,140310_1455,3,5,blue,2,52,miss,high
negative,140310_1455,4,5,blue,1,52,miss,high
negative,140310_1455,5,5,blue,5,52,miss,high
negative,140310_1455,6,5,blue,5,52,miss,high
negative,140310_1455,7,5,blue,3,52,miss,high
negative,140310_1455,8,5,blue,2,52,miss,high
negative,140310_1455,2,6,blue,3,5,miss,high
negative,140310_1455,3,6,blue,2,5,miss,high
negative,140310_1455,4,6,blue,2,5,miss,high
negative,140310_1455,5,6,blue,6,5,miss,high
negative,140310_1455,6,6,blue,10,5,miss,high
negative,140310_1455,7,6,blue,7,5,miss,high
negative,140310_1455,8,6,blue,2,5,miss,high
negative,140310_1455,2,7,yellow,4,6,miss,low
negative,140310_1455,3,7,yellow,3,6,miss,low
negative,140310_1455,4,7,yellow,2,6,miss,low
negative,140310_1455,5,7,yellow,4,6,miss,low
negative,140310_1455,6,7,yellow,10,6,miss,low
negative,140310_1455,7,7,yellow,7,6,miss,low
negative,140310_1455,8,7,yellow,5,6,miss,low
negative,140310_1455,2,8,blue,4,96,miss,high
negative,140310_1455,3,8,blue,2,96,miss,high
negative,140310_1455,4,8,blue,1,96,miss,high
negative,140310_1455,5,8,blue,6,96,miss,high
negative,140310_1455,6,8,blue,5,96,miss,high
negative,140310_1455,7,8,blue,4,96,miss,high
negative,140310_1455,8,8,blue,7,96,miss,high
negative,140310_1455,2,9,yellow,4,27,miss,low
negative,140310_1455,3,9,yellow,3,27,miss,low
negative,140310_1455,4,9,yellow,2,27,miss,low
negative,140310_1455,5,9,yellow,4,27,miss,low
negative,140310_1455,6,9,yellow,4,27,miss,low
negative,140310_1455,7,9,yellow,4,27,miss,low
negative,140310_1455,8,9,yellow,1,27,miss,low
negative,140310_1455,2,10,blue,1,84,miss,high
negative,140310_1455,3,10,blue,2,84,miss,high
negative,140310_1455,4,10,blue,2,84,miss,high
negative,140310_1455,5,10,blue,4,84,miss,high
negative,140310_1455,6,10,blue,1,84,miss,high
negative,140310_1455,7,10,blue,4,84,miss,high
negative,140310_1455,8,10,blue,2,84,miss,high
negative,140311_1357,2,1,yellow,8,42,miss,high
negative,140311_1357,3,1,yellow,3,42,miss,high
negative,140311_1357,4,1,yellow,2,42,miss,high
negative,140311_1357,5,1,yellow,8,42,miss,high
negative,140311_1357,6,1,yellow,7,42,miss,high
negative,140311_1357,7,1,yellow,3,42,miss,high
negative,140311_1357,8,1,yellow,4,42,miss,high
negative,140311_1357,9,1,yellow,7,42,miss,high
negative,140311_1357,2,2,blue,6,44,miss,low
negative,140311_1357,3,2,blue,4,44,miss,low
negative,140311_1357,4,2,blue,2,44,miss,low
negative,140311_1357,5,2,blue,8,44,miss,low
negative,140311_1357,6,2,blue,8,44,miss,low
negative,140311_1357,7,2,blue,2,44,miss,low
negative,140311_1357,8,2,blue,3,44,miss,low
negative,140311_1357,9,2,blue,8,44,miss,low
negative,140311_1357,2,3,yellow,6,15,hit,high
negative,140311_1357,3,3,yellow,4,15,hit,high
negative,140311_1357,4,3,yellow,2,15,hit,high
negative,140311_1357,5,3,yellow,8,15,hit,high
negative,140311_1357,6,3,yellow,3,15,hit,high
negative,140311_1357,7,3,yellow,2,15,hit,high
negative,140311_1357,8,3,yellow,2,15,hit,high
negative,140311_1357,9,3,yellow,6,15,hit,high
negative,140311_1357,2,4,blue,6,79,miss,low
negative,140311_1357,3,4,blue,4,79,miss,low
negative,140311_1357,4,4,blue,1,79,miss,low
negative,140311_1357,5,4,blue,10,79,miss,low
negative,140311_1357,6,4,blue,4,79,miss,low
negative,140311_1357,7,4,blue,2,79,miss,low
negative,140311_1357,8,4,blue,2,79,miss,low
negative,140311_1357,9,4,blue,6,79,miss,low
negative,140311_1357,2,5,blue,5,48,miss,low
negative,140311_1357,3,5,blue,2,48,miss,low
negative,140311_1357,4,5,blue,1,48,miss,low
negative,140311_1357,5,5,blue,8,48,miss,low
negative,140311_1357,6,5,blue,3,48,miss,low
negative,140311_1357,7,5,blue,2,48,miss,low
negative,140311_1357,8,5,blue,2,48,miss,low
negative,140311_1357,9,5,blue,6,48,miss,low
negative,140311_1357,2,6,yellow,6,83,miss,high
negative,140311_1357,3,6,yellow,7,83,miss,high
negative,140311_1357,4,6,yellow,3,83,miss,high
negative,140311_1357,5,6,yellow,10,83,miss,high
negative,140311_1357,6,6,yellow,7,83,miss,high
negative,140311_1357,7,6,yellow,2,83,miss,high
negative,140311_1357,8,6,yellow,4,83,miss,high
negative,140311_1357,9,6,yellow,6,83,miss,high
negative,140311_1357,2,7,yellow,3,90,hit,high
negative,140311_1357,3,7,yellow,5,90,hit,high
negative,140311_1357,4,7,yellow,3,90,hit,high
negative,140311_1357,5,7,yellow,10,90,hit,high
negative,140311_1357,6,7,yellow,7,90,hit,high
negative,140311_1357,7,7,yellow,2,90,hit,high
negative,140311_1357,8,7,yellow,3,90,hit,high
negative,140311_1357,9,7,yellow,6,90,hit,high
negative,140311_1357,2,8,blue,3,13,miss,low
negative,140311_1357,3,8,blue,2,13,miss,low
negative,140311_1357,4,8,blue,1,13,miss,low
negative,140311_1357,5,8,blue,4,13,miss,low
negative,140311_1357,6,8,blue,5,13,miss,low
negative,140311_1357,7,8,blue,2,13,miss,low
negative,140311_1357,8,8,blue,1,13,miss,low
negative,140311_1357,9,8,blue,6,13,miss,low
negative,140311_1357,2,9,blue,3,95,miss,low
negative,140311_1357,3,9,blue,2,95,miss,low
negative,140311_1357,4,9,blue,1,95,miss,low
negative,140311_1357,5,9,blue,8,95,miss,low
negative,140311_1357,6,9,blue,3,95,miss,low
negative,140311_1357,7,9,blue,2,95,miss,low
negative,140311_1357,8,9,blue,1,95,miss,low
negative,140311_1357,9,9,blue,5,95,miss,low
negative,140311_1357,2,10,yellow,5,64,miss,high
negative,140311_1357,3,10,yellow,8,64,miss,high
negative,140311_1357,4,10,yellow,3,64,miss,high
negative,140311_1357,5,10,yellow,10,64,miss,high
negative,140311_1357,6,10,yellow,8,64,miss,high
negative,140311_1357,7,10,yellow,2,64,miss,high
negative,140311_1357,8,10,yellow,3,64,miss,high
negative,140311_1357,9,10,yellow,5,64,miss,high
negative,140321_1253,2,1,yellow,2,96,hit,low
negative,140321_1253,3,1,yellow,7,96,hit,low
negative,140321_1253,4,1,yellow,5,96,hit,low
negative,140321_1253,5,1,yellow,8,96,hit,low
negative,140321_1253,6,1,yellow,6,96,hit,low
negative,140321_1253,7,1,yellow,7,96,hit,low
negative,140321_1253,8,1,yellow,4,96,hit,low
negative,140321_1253,2,2,blue,3,77,miss,high
negative,140321_1253,3,2,blue,4,77,miss,high
negative,140321_1253,4,2,blue,5,77,miss,high
negative,140321_1253,5,2,blue,8,77,miss,high
negative,140321_1253,6,2,blue,3,77,miss,high
negative,140321_1253,7,2,blue,7,77,miss,high
negative,140321_1253,8,2,blue,4,77,miss,high
negative,140321_1253,2,3,yellow,3,95,miss,low
negative,140321_1253,3,3,yellow,7,95,miss,low
negative,140321_1253,4,3,yellow,1,95,miss,low
negative,140321_1253,5,3,yellow,9,95,miss,low
negative,140321_1253,6,3,yellow,4,95,miss,low
negative,140321_1253,7,3,yellow,5,95,miss,low
negative,140321_1253,8,3,yellow,4,95,miss,low
negative,140321_1253,2,4,blue,2,12,hit,high
negative,140321_1253,3,4,blue,5,12,hit,high
negative,140321_1253,4,4,blue,1,12,hit,high
negative,140321_1253,5,4,blue,7,12,hit,high
negative,140321_1253,6,4,blue,4,12,hit,high
negative,140321_1253,7,4,blue,3,12,hit,high
negative,140321_1253,8,4,blue,4,12,hit,high
negative,140321_1253,2,5,yellow,2,4,miss,low
negative,140321_1253,3,5,yellow,6,4,miss,low
negative,140321_1253,4,5,yellow,1,4,miss,low
negative,140321_1253,5,5,yellow,7,4,miss,low
negative,140321_1253,6,5,yellow,4,4,miss,low
negative,140321_1253,7,5,yellow,3,4,miss,low
negative,140321_1253,8,5,yellow,4,4,miss,low
negative,140321_1253,2,6,yellow,2,69,hit,low
negative,140321_1253,3,6,yellow,6,69,hit,low
negative,140321_1253,4,6,yellow,1,69,hit,low
negative,140321_1253,5,6,yellow,6,69,hit,low
negative,140321_1253,6,6,yellow,4,69,hit,low
negative,140321_1253,7,6,yellow,2,69,hit,low
negative,140321_1253,8,6,yellow,4,69,hit,low
negative,140321_1253,2,7,blue,1,19,miss,high
negative,140321_1253,3,7,blue,5,19,miss,high
negative,140321_1253,4,7,blue,2,19,miss,high
negative,140321_1253,5,7,blue,6,19,miss,high
negative,140321_1253,6,7,blue,4,19,miss,high
negative,140321_1253,7,7,blue,3,19,miss,high
negative,140321_1253,8,7,blue,4,19,miss,high
negative,140321_1253,2,8,blue,1,1,hit,high
negative,140321_1253,3,8,blue,4,1,hit,high
negative,140321_1253,4,8,blue,1,1,hit,high
negative,140321_1253,5,8,blue,6,1,hit,high
negative,140321_1253,6,8,blue,4,1,hit,high
negative,140321_1253,7,8,blue,3,1,hit,high
negative,140321_1253,8,8,blue,4,1,hit,high
negative,140321_1253,2,9,yellow,3,8,miss,low
negative,140321_1253,3,9,yellow,6,8,miss,low
negative,140321_1253,4,9,yellow,2,8,miss,low
negative,140321_1253,5,9,yellow,6,8,miss,low
negative,140321_1253,6,9,yellow,4,8,miss,low
negative,140321_1253,7,9,yellow,2,8,miss,low
negative,140321_1253,8,9,yellow,4,8,miss,low
negative,140321_1253,2,10,blue,1,72,miss,high
negative,140321_1253,3,10,blue,5,72,miss,high
negative,140321_1253,4,10,blue,1,72,miss,high
negative,140321_1253,5,10,blue,6,72,miss,high
negative,140321_1253,6,10,blue,3,72,miss,high
negative,140321_1253,7,10,blue,3,72,miss,high
negative,140321_1253,8,10,blue,4,72,miss,high
negative,140321_1355,2,1,blue,7,45,miss,low
negative,140321_1355,3,1,blue,5,45,miss,low
negative,140321_1355,4,1,blue,7,45,miss,low
negative,140321_1355,5,1,blue,6,45,miss,low
negative,140321_1355,6,1,blue,3,45,miss,low
negative,140321_1355,7,1,blue,7,45,miss,low
negative,140321_1355,8,1,blue,6,45,miss,low
negative,140321_1355,9,1,blue,3,45,miss,low
negative,140321_1355,2,2,yellow,6,71,hit,high
negative,140321_1355,3,2,yellow,5,71,hit,high
negative,140321_1355,4,2,yellow,9,71,hit,high
negative,140321_1355,5,2,yellow,7,71,hit,high
negative,140321_1355,6,2,yellow,3,71,hit,high
negative,140321_1355,7,2,yellow,8,71,hit,high
negative,140321_1355,8,2,yellow,5,71,hit,high
negative,140321_1355,9,2,yellow,3,71,hit,high
negative,140321_1355,2,3,blue,6,51,miss,low
negative,140321_1355,3,3,blue,6,51,miss,low
negative,140321_1355,4,3,blue,4,51,miss,low
negative,140321_1355,5,3,blue,3,51,miss,low
negative,140321_1355,6,3,blue,4,51,miss,low
negative,140321_1355,7,3,blue,6,51,miss,low
negative,140321_1355,8,3,blue,7,51,miss,low
negative,140321_1355,9,3,blue,3,51,miss,low
negative,140321_1355,2,4,yellow,9,7,miss,high
negative,140321_1355,3,4,yellow,6,7,miss,high
negative,140321_1355,4,4,yellow,8,7,miss,high
negative,140321_1355,5,4,yellow,6,7,miss,high
negative,140321_1355,6,4,yellow,3,7,miss,high
negative,140321_1355,7,4,yellow,9,7,miss,high
negative,140321_1355,8,4,yellow,7,7,miss,high
negative,140321_1355,9,4,yellow,4,7,miss,high
negative,140321_1355,2,5,yellow,7,85,miss,high
negative,140321_1355,3,5,yellow,6,85,miss,high
negative,140321_1355,4,5,yellow,8,85,miss,high
negative,140321_1355,5,5,yellow,7,85,miss,high
negative,140321_1355,6,5,yellow,5,85,miss,high
negative,140321_1355,7,5,yellow,7,85,miss,high
negative,140321_1355,8,5,yellow,7,85,miss,high
negative,140321_1355,9,5,yellow,4,85,miss,high
negative,140321_1355,2,6,yellow,7,52,miss,high
negative,140321_1355,3,6,yellow,5,52,miss,high
negative,140321_1355,4,6,yellow,9,52,miss,high
negative,140321_1355,5,6,yellow,7,52,miss,high
negative,140321_1355,6,6,yellow,4,52,miss,high
negative,140321_1355,7,6,yellow,4,52,miss,high
negative,140321_1355,8,6,yellow,8,52,miss,high
negative,140321_1355,9,6,yellow,4,52,miss,high
negative,140321_1355,2,7,blue,6,33,miss,low
negative,140321_1355,3,7,blue,6,33,miss,low
negative,140321_1355,4,7,blue,9,33,miss,low
negative,140321_1355,5,7,blue,8,33,miss,low
negative,140321_1355,6,7,blue,6,33,miss,low
negative,140321_1355,7,7,blue,5,33,miss,low
negative,140321_1355,8,7,blue,5,33,miss,low
negative,140321_1355,9,7,blue,4,33,miss,low
negative,140321_1355,2,8,blue,8,59,miss,low
negative,140321_1355,3,8,blue,6,59,miss,low
negative,140321_1355,4,8,blue,3,59,miss,low
negative,140321_1355,5,8,blue,2,59,miss,low
negative,140321_1355,6,8,blue,5,59,miss,low
negative,140321_1355,7,8,blue,4,59,miss,low
negative,140321_1355,8,8,blue,7,59,miss,low
negative,140321_1355,9,8,blue,4,59,miss,low
negative,140321_1355,2,9,blue,8,74,miss,low
negative,140321_1355,3,9,blue,6,74,miss,low
negative,140321_1355,4,9,blue,2,74,miss,low
negative,140321_1355,5,9,blue,3,74,miss,low
negative,140321_1355,6,9,blue,4,74,miss,low
negative,140321_1355,7,9,blue,4,74,miss,low
negative,140321_1355,8,9,blue,8,74,miss,low
negative,140321_1355,9,9,blue,3,74,miss,low
negative,140321_1355,2,10,yellow,7,98,hit,high
negative,140321_1355,3,10,yellow,7,98,hit,high
negative,140321_1355,4,10,yellow,7,98,hit,high
negative,140321_1355,5,10,yellow,6,98,hit,high
negative,140321_1355,6,10,yellow,4,98,hit,high
negative,140321_1355,7,10,yellow,8,98,hit,high
negative,140321_1355,8,10,yellow,6,98,hit,high
negative,140321_1355,9,10,yellow,3,98,hit,high
positive,140306_1054,2,1,yellow,5,5,miss,high
positive,140306_1054,3,1,yellow,8,5,miss,high
positive,140306_1054,4,1,yellow,3,5,miss,high
positive,140306_1054,5,1,yellow,1,5,miss,high
positive,140306_1054,6,1,yellow,2,5,miss,high
positive,140306_1054,7,1,yellow,5,5,miss,high
positive,140306_1054,8,1,yellow,6,5,miss,high
positive,140306_1054,9,1,yellow,4,5,miss,high
positive,140306_1054,2,2,yellow,2,85,hit,high
positive,140306_1054,3,2,yellow,8,85,hit,high
positive,140306_1054,4,2,yellow,4,85,hit,high
positive,140306_1054,5,2,yellow,1,85,hit,high
positive,140306_1054,6,2,yellow,2,85,hit,high
positive,140306_1054,7,2,yellow,4,85,hit,high
positive,140306_1054,8,2,yellow,5,85,hit,high
positive,140306_1054,9,2,yellow,2,85,hit,high
positive,140306_1054,2,3,yellow,2,21,miss,high
positive,140306_1054,3,3,yellow,10,21,miss,high
positive,140306_1054,4,3,yellow,3,21,miss,high
positive,140306_1054,5,3,yellow,1,21,miss,high
positive,140306_1054,6,3,yellow,2,21,miss,high
positive,140306_1054,7,3,yellow,4,21,miss,high
positive,140306_1054,8,3,yellow,6,21,miss,high
positive,140306_1054,9,3,yellow,3,21,miss,high
positive,140306_1054,2,4,blue,2,70,miss,high
positive,140306_1054,3,4,blue,9,70,miss,high
positive,140306_1054,4,4,blue,4,70,miss,high
positive,140306_1054,5,4,blue,1,70,miss,high
positive,140306_1054,6,4,blue,2,70,miss,high
positive,140306_1054,7,4,blue,4,70,miss,high
positive,140306_1054,8,4,blue,6,70,miss,high
positive,140306_1054,9,4,blue,4,70,miss,high
positive,140306_1054,2,5,blue,3,99,miss,high
positive,140306_1054,3,5,blue,2,99,miss,high
positive,140306_1054,4,5,blue,5,99,miss,high
positive,140306_1054,5,5,blue,2,99,miss,high
positive,140306_1054,6,5,blue,2,99,miss,high
positive,140306_1054,7,5,blue,4,99,miss,high
positive,140306_1054,8,5,blue,5,99,miss,high
positive,140306_1054,9,5,blue,3,99,miss,high
positive,140306_1054,2,6,yellow,3,51,miss,high
positive,140306_1054,3,6,yellow,1,51,miss,high
positive,140306_1054,4,6,yellow,5,51,miss,high
positive,140306_1054,5,6,yellow,2,51,miss,high
positive,140306_1054,6,6,yellow,2,51,miss,high
positive,140306_1054,7,6,yellow,4,51,miss,high
positive,140306_1054,8,6,yellow,4,51,miss,high
positive,140306_1054,9,6,yellow,2,51,miss,high
positive,140306_1054,2,7,blue,3,50,miss,high
positive,140306_1054,3,7,blue,1,50,miss,high
positive,140306_1054,4,7,blue,4,50,miss,high
positive,140306_1054,5,7,blue,3,50,miss,high
positive,140306_1054,6,7,blue,2,50,miss,high
positive,140306_1054,7,7,blue,4,50,miss,high
positive,140306_1054,8,7,blue,3,50,miss,high
positive,140306_1054,9,7,blue,2,50,miss,high
positive,140306_1054,2,8,blue,1,30,hit,high
positive,140306_1054,3,8,blue,8,30,hit,high
positive,140306_1054,4,8,blue,4,30,hit,high
positive,140306_1054,5,8,blue,3,30,hit,high
positive,140306_1054,6,8,blue,2,30,hit,high
positive,140306_1054,7,8,blue,4,30,hit,high
positive,140306_1054,8,8,blue,2,30,hit,high
positive,140306_1054,9,8,blue,2,30,hit,high
positive,140306_1054,2,9,yellow,1,4,hit,high
positive,140306_1054,3,9,yellow,1,4,hit,high
positive,140306_1054,4,9,yellow,4,4,hit,high
positive,140306_1054,5,9,yellow,3,4,hit,high
positive,140306_1054,6,9,yellow,2,4,hit,high
positive,140306_1054,7,9,yellow,4,4,hit,high
positive,140306_1054,8,9,yellow,10,4,hit,high
positive,140306_1054,9,9,yellow,2,4,hit,high
positive,140306_1054,2,10,blue,3,73,miss,high
positive,140306_1054,3,10,blue,1,73,miss,high
positive,140306_1054,4,10,blue,3,73,miss,high
positive,140306_1054,5,10,blue,3,73,miss,high
positive,140306_1054,6,10,blue,2,73,miss,high
positive,140306_1054,7,10,blue,4,73,miss,high
positive,140306_1054,8,10,blue,1,73,miss,high
positive,140306_1054,9,10,blue,2,73,miss,high
positive,140306_1259,2,1,yellow,4,5,miss,low
positive,140306_1259,3,1,yellow,3,5,miss,low
positive,140306_1259,4,1,yellow,2,5,miss,low
positive,140306_1259,5,1,yellow,6,5,miss,low
positive,140306_1259,6,1,yellow,3,5,miss,low
positive,140306_1259,7,1,yellow,2,5,miss,low
positive,140306_1259,8,1,yellow,6,5,miss,low
positive,140306_1259,9,1,yellow,5,5,miss,low
positive,140306_1259,2,2,yellow,2,49,miss,low
positive,140306_1259,3,2,yellow,1,49,miss,low
positive,140306_1259,4,2,yellow,3,49,miss,low
positive,140306_1259,5,2,yellow,6,49,miss,low
positive,140306_1259,6,2,yellow,3,49,miss,low
positive,140306_1259,7,2,yellow,2,49,miss,low
positive,140306_1259,8,2,yellow,7,49,miss,low
positive,140306_1259,9,2,yellow,5,49,miss,low
positive,140306_1259,2,3,blue,3,92,miss,low
positive,140306_1259,3,3,blue,3,92,miss,low
positive,140306_1259,4,3,blue,3,92,miss,low
positive,140306_1259,5,3,blue,5,92,miss,low
positive,140306_1259,6,3,blue,3,92,miss,low
positive,140306_1259,7,3,blue,2,92,miss,low
positive,140306_1259,8,3,blue,7,92,miss,low
positive,140306_1259,9,3,blue,5,92,miss,low
positive,140306_1259,2,4,blue,2,26,miss,low
positive,140306_1259,3,4,blue,3,26,miss,low
positive,140306_1259,4,4,blue,3,26,miss,low
positive,140306_1259,5,4,blue,4,26,miss,low
positive,140306_1259,6,4,blue,2,26,miss,low
positive,140306_1259,7,4,blue,2,26,miss,low
positive,140306_1259,8,4,blue,6,26,miss,low
positive,140306_1259,9,4,blue,5,26,miss,low
positive,140306_1259,2,5,blue,2,35,miss,low
positive,140306_1259,3,5,blue,3,35,miss,low
positive,140306_1259,4,5,blue,3,35,miss,low
positive,140306_1259,5,5,blue,4,35,miss,low
positive,140306_1259,6,5,blue,1,35,miss,low
positive,140306_1259,7,5,blue,2,35,miss,low
positive,140306_1259,8,5,blue,3,35,miss,low
positive,140306_1259,9,5,blue,4,35,miss,low
positive,140306_1259,2,6,yellow,3,39,miss,low
positive,140306_1259,3,6,yellow,1,39,miss,low
positive,140306_1259,4,6,yellow,4,39,miss,low
positive,140306_1259,5,6,yellow,3,39,miss,low
positive,140306_1259,6,6,yellow,1,39,miss,low
positive,140306_1259,7,6,yellow,2,39,miss,low
positive,140306_1259,8,6,yellow,2,39,miss,low
